id,URL,headline,author,date
aa7f0385-ebf9-473a-9151-08dc0316abc5,https://www.theverge.com/23686778/bluesky-ceo-jay-graber-interview-decentralized-social-media-twitter-mastodon,Bluesky’s CEO wants to build a Musk-proof decentralized version of Twitter,Alex Heath,2023-04-18T00:18:49.086Z
a415805f-993a-4e17-a01b-087eab4d3ded,https://www.theverge.com/2023/4/17/23686553/irobot-roomba-j7-security-camera-beta-feature,I just discovered my Roomba can be a security camera,Jennifer Pattison Tuohy,2023-04-17T21:06:31.846Z
9ad23f30-4d59-42ca-95cc-8462b1c96107,https://www.theverge.com/2023/4/17/23687112/wga-strike-vote-authorization-amptp,The WGA has overwhelmingly voted to authorize a strike,Charles Pulliam-Moore,2023-04-17T21:17:11.826Z
4c130d6d-3221-418a-8bfe-da9d73698caa,https://www.theverge.com/23683868/northern-lights-aurora-smartphone-camera-photography,Looking for the northern lights? Use your phone camera,Allison Johnson,2023-04-17T17:40:00.000Z
ca65b5ab-dc9e-4c94-944b-fc5ebd0eb6c1,https://www.theverge.com/2023/4/17/23685327/vw-id-7-ev-sedan-photos-specs-range,VW aims to dethrone the Tesla Model 3 with its long-ranging ID.7 electric sedan,Andrew J. Hawkins,2023-04-17T12:01:00.000Z
c23fe1ae-4951-469a-90a2-f520f34919e9,https://www.theverge.com/2023/4/17/23686516/ev-tax-credit-list-qualify-eligible-tesla-chevy-ford,Only six EVs still qualify for the $7500 federal tax credit after new rules go into effect,Andrew J. Hawkins,2023-04-17T16:43:13.917Z
c98a580d-2f81-498c-baa4-d6d4911f2634,https://www.theverge.com/2023/4/18/23687404/monster-hunter-now-niantic-pokemon-go-ar-real-world,Pokémon Go developer Niantic is making a real-world Monster Hunter game,Andrew Webster,2023-04-18T05:00:00.000Z
2c11d886-832d-457e-be83-27a63cf57c73,https://www.theverge.com/2023/4/17/23685255/polestar-4-electric-suv-specs-photos-price-date,The Polestar 4 electric SUV packs a lot of punch in a small package,Andrew J. Hawkins,2023-04-18T01:40:00.000Z
0d19b203-5c51-4025-aa7e-f091889e86a0,https://www.theverge.com/2023/4/17/23687440/elon-musk-truthgpt-ai-chatgpt,Elon Musk claims to be working on ‘TruthGPT’ — a ‘maximum truth-seeking AI’,Emma Roth,2023-04-18T01:08:30.604Z
0cf10178-f2a7-4d21-8932-fa9573e40a86,https://www.theverge.com/2023/4/17/23687340/pixel-7a-cost-camera-wireless-charging-tablet,The Pixel 7A might cost $50 more than the Pixel 6A,Jay Peters,2023-04-18T00:32:38.016Z
ce322f85-a413-4e82-bb43-979accfae47b,https://www.theverge.com/2023/4/17/23687169/everrati-us-first-delivery-porsche-911-964-restomod,Everrati delivers its first electric Porsche 911 restomod built in the US,Umar Shakir,2023-04-18T00:17:06.013Z
262714c0-d5e5-4469-9087-568b461a8bf8,https://www.theverge.com/2023/4/17/23687163/gary-bowser-freed-prison-nintendo-switch-hacking,Bowser has been freed from prison,Emma Roth,2023-04-17T22:07:04.670Z
d8cc0069-1c19-4dc0-8aa3-2fbced50646c,https://www.theverge.com/2023/4/17/23686484/mercedes-benz-maybach-eqs-680-suv-announce,Mercedes-Benz’s EQS electric SUV gets the Maybach treatment,Umar Shakir,2023-04-17T20:49:41.152Z
2bf7813d-590e-4a38-a682-2f36926e1ba6,https://www.theverge.com/2023/4/17/23686700/harry-potter-quidditch-jk-rowling-transphobia,WB announces a Harry Potter Quidditch multiplayer game,Ash Parrish,2023-04-17T19:19:40.692Z
a8f24f20-d5e1-4364-9565-4c153963bc99,https://www.theverge.com/2023/4/17/23686661/twitter-label-hateful-tweets-restricts-shadowban,Twitter will label ‘hateful’ tweets when it restricts them,Jay Peters,2023-04-17T18:16:50.308Z
7f92b1bc-3031-4509-8ac3-a770f25a9aa5,https://www.theverge.com/2023/4/17/23686632/the-idol-premiere-date-teaser,The Idol’s latest trailer is a Max-branded bacchanal,Charles Pulliam-Moore,2023-04-17T17:28:06.944Z
63711fe4-251f-4f38-ac85-9cf47b7e69e4,https://www.theverge.com/2023/4/17/23686693/netflix-joseph-staten-aaa-game-halo-veteran,Joseph Staten who helped get Halo Infinite over the finish line is joining Netflix,Jay Peters,2023-04-17T17:06:12.318Z
98dc7d8e-c2e0-4a0a-922a-9ddb9a667954,https://www.theverge.com/2023/4/17/23686557/spotify-audiobooks-podcast-nir-zicherman-anchor,Spotify is losing its audiobooks chief,Ariel Shapiro,2023-04-17T16:30:00.000Z
83ad2ab6-84de-428a-9238-554f4435cf2d,https://www.theverge.com/2023/4/17/23686235/nanoleaf-lines-google-nest-cam-floodlight-tcl-4series-hisense-u8h-deal-sale,The Nanoleaf Lines are $50 off so you can turn your room into a gamer nightclub,Antonio G. Di Benedetto,2023-04-17T16:10:00.587Z
b4d8b739-a768-4fa2-8a78-91748a7b962d,https://www.theverge.com/2023/4/17/23686455/asus-rog-zephyrus-g14-gaming-laptop-deal-sale,The Asus ROG Zephyrus G14 one of our favorite gaming laptops is nearly half off,Sheena Vasani,2023-04-17T15:51:52.221Z
8c5ca3a2-9509-4f2d-ad51-e530f26d7226,https://www.theverge.com/2023/4/17/23686409/apple-savings-account-daily-cash-grow-goldman-sachs,Apple’s new savings account lets Card users grow their Daily Cash,Emma Roth,2023-04-17T14:52:47.791Z
a0028101-c13f-41d9-b788-faccf5ab9af8,https://www.theverge.com/23681859/lululemon-mirror-review-at-home-fitness,Lululemon Mirror review: a reflection of at-home fitness,Victoria Song,2023-04-17T14:30:00.000Z
26400b9a-d031-4086-8dcb-2e9c3602d12d,https://www.theverge.com/2023/4/17/23686246/att-cherish-serenity-medical-radar-device-monitor-falls-privacy,AT&T launches medical radar device that monitors older adults through walls,Jess Weatherbed,2023-04-17T13:31:09.736Z
82fd685d-3007-4481-b9cc-a6f71d38e228,https://www.theverge.com/2023/4/17/23686138/juice-launch-jupiter-moon-esa-ariane-5-rocket,JUICE spacecraft launched to investigate the habitability of Jupiter’s icy moons,Georgina Torbet,2023-04-17T13:30:35.016Z
